0.000000000000000e+000,0.000000e+000
1.000000000000000e-002,2.055870e-013
2.000000000000000e-002,3.766657e-013
3.000000000000000e-002,5.095505e-013
4.000000000000000e-002,6.008735e-013
5.000000000000000e-002,6.480900e-013
6.000000000000001e-002,6.780890e-013
7.000000000000001e-002,7.076256e-013
8.000000000000000e-002,7.367266e-013
9.000000000000000e-002,7.654201e-013
9.999999999999999e-002,7.937339e-013
1.100000000000000e-001,8.216948e-013
1.200000000000000e-001,8.493274e-013
1.300000000000000e-001,8.766543e-013
1.400000000000000e-001,9.036959e-013
1.500000000000000e-001,9.304709e-013
1.600000000000000e-001,9.569958e-013
1.700000000000000e-001,9.832859e-013
1.800000000000000e-001,1.009355e-012
1.900000000000000e-001,1.035216e-012
2.000000000000000e-001,1.060881e-012
2.100000000000001e-001,1.086360e-012
2.200000000000001e-001,1.111663e-012
2.300000000000001e-001,1.136800e-012
2.400000000000001e-001,1.161779e-012
2.500000000000001e-001,1.186609e-012
2.600000000000001e-001,1.211297e-012
2.700000000000001e-001,1.235850e-012
2.800000000000001e-001,1.260275e-012
2.900000000000001e-001,1.284579e-012
3.000000000000001e-001,1.308766e-012
3.100000000000001e-001,1.332844e-012
3.200000000000001e-001,1.356816e-012
3.300000000000001e-001,1.380688e-012
3.400000000000001e-001,1.404465e-012
3.500000000000001e-001,1.428151e-012
3.600000000000002e-001,1.451750e-012
3.700000000000002e-001,1.475265e-012
3.800000000000002e-001,1.498701e-012
3.900000000000002e-001,1.522061e-012
4.000000000000002e-001,1.545348e-012
4.100000000000002e-001,1.568566e-012
4.200000000000002e-001,1.591716e-012
4.300000000000002e-001,1.614802e-012
4.400000000000002e-001,1.637826e-012
4.500000000000002e-001,1.660792e-012
4.600000000000002e-001,1.683700e-012
4.700000000000003e-001,1.706553e-012
4.800000000000003e-001,1.729354e-012
4.900000000000003e-001,1.752104e-012
5.000000000000002e-001,1.774806e-012
5.100000000000002e-001,1.797460e-012
5.200000000000002e-001,1.820068e-012
5.300000000000003e-001,1.842633e-012
5.400000000000003e-001,1.865155e-012
5.500000000000003e-001,1.887637e-012
5.600000000000003e-001,1.910079e-012
5.700000000000003e-001,1.932483e-012
5.800000000000003e-001,1.954849e-012
5.900000000000003e-001,1.977180e-012
6.000000000000003e-001,1.999476e-012
6.100000000000003e-001,2.021739e-012
6.200000000000003e-001,2.043969e-012
6.300000000000003e-001,2.066167e-012
6.400000000000004e-001,2.088335e-012
6.500000000000004e-001,2.110473e-012
6.600000000000004e-001,2.132582e-012
6.700000000000004e-001,2.154663e-012
6.800000000000004e-001,2.176717e-012
6.900000000000004e-001,2.198744e-012
7.000000000000004e-001,2.220746e-012
7.100000000000004e-001,2.242722e-012
7.200000000000004e-001,2.264674e-012
7.300000000000004e-001,2.286603e-012
7.400000000000004e-001,2.308508e-012
7.500000000000004e-001,2.330390e-012
7.600000000000005e-001,2.352251e-012
7.700000000000005e-001,2.374091e-012
7.800000000000005e-001,2.395909e-012
7.900000000000005e-001,2.417707e-012
8.000000000000005e-001,2.439485e-012
8.100000000000005e-001,2.461245e-012
8.200000000000005e-001,2.482985e-012
8.300000000000005e-001,2.504706e-012
8.400000000000005e-001,2.526410e-012
8.500000000000005e-001,2.548096e-012
8.600000000000005e-001,2.569764e-012
8.700000000000006e-001,2.591416e-012
8.800000000000006e-001,2.613052e-012
8.900000000000006e-001,2.634671e-012
9.000000000000006e-001,2.656275e-012
9.100000000000006e-001,2.677863e-012
9.200000000000006e-001,2.699436e-012
9.300000000000006e-001,2.720994e-012
9.400000000000006e-001,2.742538e-012
9.500000000000006e-001,2.764068e-012
9.600000000000006e-001,2.785584e-012
9.700000000000006e-001,2.807087e-012
9.800000000000007e-001,2.828576e-012
9.900000000000007e-001,2.850052e-012
1.000000000000001e+000,2.871515e-012
1.010000000000001e+000,2.892966e-012
1.020000000000001e+000,2.914404e-012
1.030000000000001e+000,2.935831e-012
1.040000000000001e+000,2.957246e-012
1.050000000000001e+000,2.978649e-012
1.060000000000001e+000,3.000040e-012
1.070000000000001e+000,3.021421e-012
1.080000000000001e+000,3.042790e-012
1.090000000000001e+000,3.064149e-012
1.100000000000001e+000,3.085497e-012
1.110000000000001e+000,3.106835e-012
1.120000000000001e+000,3.128162e-012
1.130000000000001e+000,3.149480e-012
1.140000000000001e+000,3.170787e-012
1.150000000000001e+000,3.192085e-012
1.160000000000001e+000,3.213374e-012
1.170000000000001e+000,3.234653e-012
1.180000000000001e+000,3.255923e-012
1.190000000000001e+000,3.277184e-012
1.200000000000001e+000,3.298436e-012
1.210000000000001e+000,3.319679e-012
1.220000000000001e+000,3.340913e-012
1.230000000000001e+000,3.362139e-012
1.240000000000001e+000,3.383357e-012
1.250000000000001e+000,3.404567e-012
1.260000000000001e+000,3.425768e-012
1.270000000000001e+000,3.446961e-012
1.280000000000001e+000,3.468147e-012
1.290000000000001e+000,3.489325e-012
1.300000000000001e+000,3.510495e-012
1.310000000000001e+000,3.531658e-012
1.320000000000001e+000,3.552814e-012
1.330000000000001e+000,3.573962e-012
1.340000000000001e+000,3.595103e-012
1.350000000000001e+000,3.616237e-012
1.360000000000001e+000,3.637364e-012
1.370000000000001e+000,3.658484e-012
1.380000000000001e+000,3.679598e-012
1.390000000000001e+000,3.700705e-012
1.400000000000001e+000,3.721805e-012
1.410000000000001e+000,3.742899e-012
1.420000000000001e+000,3.763986e-012
1.430000000000001e+000,3.785067e-012
1.440000000000001e+000,3.806142e-012
1.450000000000001e+000,3.827211e-012
1.460000000000001e+000,3.848273e-012
