Record Length,2.500000e+03,,  -0.025000000000,   0.08000,
Sample Interval,2.000000e-05,,  -0.024980000000,   0.04000,
Trigger Point,1.250000000000e+03,,  -0.024960000000,   0.04000,
,,,  -0.024940000000,   0.08000,
,,,  -0.024920000000,   0.04000,
,,,  -0.024900000000,   0.08000,
Source,CH1,,  -0.024880000000,   0.04000,
Vertical Units,V,,  -0.024860000000,   0.04000,
Vertical Scale,1.000000e+00,,  -0.024840000000,   0.08000,
Vertical Offset,-2.080000e+00,,  -0.024820000000,   0.08000,
Horizontal Units,s,,  -0.024800000000,   0.04000,
Horizontal Scale,5.000000e-03,,  -0.024780000000,   0.04000,
Pt Fmt,Y,,  -0.024760000000,   0.32000,
Yzero,0.000000e+00,,  -0.024740000000,   0.00000,
Probe Atten,1.000000e+01,,  -0.024720000000,   0.08000,
Model Number,TDS2024C,,  -0.024700000000,   0.04000,
Serial Number,C018377,,  -0.024680000000,   0.04000,
Firmware Version,FV:v24.18,,  -0.024660000000,   0.04000,
,,,-00.024640000000,   0.04000,
,,,-00.024620000000,   0.08000,
,,,-00.024600000000,   0.00000,
,,,-00.024580000000,   0.04000,
,,,-00.024560000000,   0.04000,
,,,-00.024540000000,   0.04000,
,,,-00.024520000000,   0.08000,
,,,-00.024500000000,   0.08000,
,,,-00.024480000000,   0.04000,
,,,-00.024460000000,   0.08000,
,,,-00.024440000000,   0.04000,
,,,-00.024420000000,   0.04000,
,,,-00.024400000000,   0.12000,
,,,-00.024380000000,   0.00000,
,,,-00.024360000000,   0.08000,
,,,-00.024340000000,   0.04000,
,,,-00.024320000000,   0.08000,
,,,-00.024300000000,   0.04000,
,,,-00.024280000000,   0.00000,
,,,-00.024260000000,   0.04000,
,,,-00.024240000000,   0.04000,
,,,-00.024220000000,   0.04000,
,,,-00.024200000000,   0.04000,
,,,-00.024180000000,   0.04000,
,,,-00.024160000000,   0.04000,
,,,-00.024140000000,   0.08000,
,,,-00.024120000000,   0.04000,
,,,-00.024100000000,  -0.04000,
,,,-00.024080000000,   0.16000,
,,,-00.024060000000,   0.04000,
,,,-00.024040000000,   0.04000,
,,,-00.024020000000,   0.04000,
,,,-00.024000000000,   0.08000,
,,,-00.023980000000,   0.04000,
,,,-00.023960000000,   0.04000,
