Record Length,2.500000e+03,,  -0.002500000000,  -5.12000,
Sample Interval,2.000000e-06,,  -0.002498000000,  -5.12000,
Trigger Point,1.250000000000e+03,,  -0.002496000000,  -5.12000,
,,,  -0.002494000000,  -5.12000,
,,,  -0.002492000000,  -5.12000,
,,,  -0.002490000000,  -5.12000,
Source,REF1,,  -0.002488000000,  -5.12000,
Vertical Units,V,,  -0.002486000000,  -5.12000,
Vertical Scale,1.000000e+00,,  -0.002484000000,  -5.12000,
Vertical Offset,0.000000e+00,,  -0.002482000000,  -5.12000,
Horizontal Units,s,,  -0.002480000000,  -5.12000,
Horizontal Scale,5.000000e-04,,  -0.002478000000,  -5.12000,
Pt Fmt,Y,,  -0.002476000000,  -5.12000,
Yzero,0.000000e+00,,  -0.002474000000,  -5.12000,
Probe Atten,1.000000e+01,,  -0.002472000000,  -5.12000,
Model Number,TDS2024C,,  -0.002470000000,  -5.12000,
Serial Number,C018377,,  -0.002468000000,  -5.12000,
Firmware Version,FV:v24.18,,  -0.002466000000,  -5.12000,
,,,-00.002464000000,  -5.12000,
,,,-00.002462000000,  -5.12000,
,,,-00.002460000000,  -5.12000,
,,,-00.002458000000,  -5.12000,
,,,-00.002456000000,  -5.12000,
,,,-00.002454000000,  -5.12000,
,,,-00.002452000000,  -5.12000,
,,,-00.002450000000,  -5.12000,
,,,-00.002448000000,  -5.12000,
,,,-00.002446000000,  -5.12000,
,,,-00.002444000000,  -5.12000,
,,,-00.002442000000,  -5.12000,
,,,-00.002440000000,  -5.12000,
,,,-00.002438000000,  -5.12000,
,,,-00.002436000000,  -5.12000,
,,,-00.002434000000,  -5.12000,
,,,-00.002432000000,  -5.12000,
,,,-00.002430000000,  -5.12000,
,,,-00.002428000000,  -5.12000,
,,,-00.002426000000,  -5.12000,
,,,-00.002424000000,  -5.12000,
,,,-00.002422000000,  -5.12000,
,,,-00.002420000000,  -5.12000,
,,,-00.002418000000,  -5.12000,
,,,-00.002416000000,  -5.12000,
,,,-00.002414000000,  -5.12000,
,,,-00.002412000000,  -5.12000,
,,,-00.002410000000,  -5.12000,
,,,-00.002408000000,  -5.12000,
,,,-00.002406000000,  -5.12000,
,,,-00.002404000000,  -5.12000,
,,,-00.002402000000,  -5.12000,
,,,-00.002400000000,  -5.12000,
,,,-00.002398000000,  -5.12000,
,,,-00.002396000000,  -5.12000,
,,,-00.002394000000,  -5.12000,
,,,-00.002392000000,  -5.12000,
,,,-00.002390000000,  -5.12000,
,,,-00.002388000000,  -5.12000,
,,,-00.002386000000,  -5.12000,
