vds	Id(M1)
Step Information: Vgs=0  (Run: 1/11)
1.760000000000001e+000	3.615201e-012
1.770000000000001e+000	3.635210e-012
1.780000000000001e+000	3.655218e-012
1.790000000000001e+000	3.675226e-012
1.800000000000001e+000	3.695235e-012
1.810000000000001e+000	3.715243e-012
1.820000000000001e+000	3.735251e-012
1.830000000000001e+000	3.755260e-012
1.840000000000001e+000	3.775268e-012
1.850000000000001e+000	3.795276e-012
1.860000000000001e+000	3.815284e-012
1.870000000000001e+000	3.835293e-012
1.880000000000001e+000	3.855301e-012
1.890000000000002e+000	3.875309e-012
1.900000000000002e+000	3.895318e-012
1.910000000000002e+000	3.915326e-012
1.920000000000002e+000	3.935334e-012
1.930000000000002e+000	3.955343e-012
1.940000000000002e+000	3.975350e-012
1.950000000000002e+000	3.995359e-012
1.960000000000002e+000	4.015367e-012
1.970000000000002e+000	4.035375e-012
1.980000000000002e+000	4.055384e-012
1.990000000000002e+000	4.075392e-012
2.000000000000001e+000	4.095400e-012
2.010000000000001e+000	4.115408e-012
2.020000000000001e+000	4.135416e-012
2.030000000000001e+000	4.155425e-012
2.040000000000001e+000	4.175433e-012
2.050000000000000e+000	4.195441e-012
2.060000000000000e+000	4.215449e-012
2.070000000000000e+000	4.235457e-012
2.080000000000000e+000	4.255466e-012
2.089999999999999e+000	4.275474e-012
2.099999999999999e+000	4.295482e-012
2.109999999999999e+000	4.315490e-012
2.119999999999999e+000	4.335499e-012
2.129999999999999e+000	4.355506e-012
2.139999999999998e+000	4.375515e-012
2.149999999999998e+000	4.395523e-012
2.159999999999998e+000	4.415531e-012
2.169999999999998e+000	4.435539e-012
2.179999999999998e+000	4.455547e-012
2.189999999999997e+000	4.475555e-012
2.199999999999997e+000	4.495564e-012
2.209999999999997e+000	4.515572e-012
2.219999999999997e+000	4.535580e-012
2.229999999999996e+000	4.555588e-012
2.239999999999996e+000	4.575596e-012
2.249999999999996e+000	4.595604e-012
2.259999999999996e+000	4.615612e-012
2.269999999999996e+000	4.635620e-012
2.279999999999995e+000	4.655628e-012
2.289999999999995e+000	4.675637e-012
2.299999999999995e+000	4.695644e-012
2.309999999999995e+000	4.715653e-012
2.319999999999995e+000	4.735661e-012
2.329999999999994e+000	4.755669e-012
2.339999999999994e+000	4.775677e-012
2.349999999999994e+000	4.795685e-012
2.359999999999994e+000	4.815693e-012
2.369999999999993e+000	4.835701e-012
2.379999999999993e+000	4.855709e-012
2.389999999999993e+000	4.875717e-012
2.399999999999993e+000	4.895725e-012
2.409999999999993e+000	4.915733e-012
2.419999999999992e+000	4.935741e-012
2.429999999999992e+000	4.955749e-012
2.439999999999992e+000	4.975757e-012
2.449999999999992e+000	4.995765e-012
2.459999999999992e+000	5.015773e-012
2.469999999999991e+000	5.035781e-012
2.479999999999991e+000	5.055789e-012
2.489999999999991e+000	5.075797e-012
2.499999999999991e+000	5.095805e-012
2.509999999999991e+000	5.115813e-012
2.519999999999990e+000	5.135821e-012
2.529999999999990e+000	5.155829e-012
2.539999999999990e+000	5.175837e-012
2.549999999999990e+000	5.195845e-012
2.559999999999989e+000	5.215853e-012
2.569999999999989e+000	5.235861e-012
2.579999999999989e+000	5.255869e-012
2.589999999999989e+000	5.275877e-012
2.599999999999989e+000	5.295885e-012
2.609999999999988e+000	5.315893e-012
2.619999999999988e+000	5.335901e-012
2.629999999999988e+000	5.355909e-012
2.639999999999988e+000	5.375917e-012
2.649999999999988e+000	5.395925e-012
2.659999999999987e+000	5.415932e-012
2.669999999999987e+000	5.435941e-012
2.679999999999987e+000	5.455949e-012
2.689999999999987e+000	5.475956e-012
2.699999999999986e+000	5.495964e-012
2.709999999999986e+000	5.515972e-012
2.719999999999986e+000	5.535980e-012
2.729999999999986e+000	5.555988e-012
2.739999999999986e+000	5.575996e-012
2.749999999999985e+000	5.596004e-012
2.759999999999985e+000	5.616012e-012
2.769999999999985e+000	5.636019e-012
2.779999999999985e+000	5.656027e-012
2.789999999999985e+000	5.676036e-012
2.799999999999984e+000	5.696043e-012
2.809999999999984e+000	5.716051e-012
2.819999999999984e+000	5.736059e-012
2.829999999999984e+000	5.756067e-012
2.839999999999983e+000	5.776074e-012
2.849999999999983e+000	5.796082e-012
2.859999999999983e+000	5.816090e-012
2.869999999999983e+000	5.836098e-012
2.879999999999983e+000	5.856106e-012
2.889999999999982e+000	5.876114e-012
2.899999999999982e+000	5.896122e-012
2.909999999999982e+000	5.916130e-012
2.919999999999982e+000	5.936137e-012
2.929999999999982e+000	5.956145e-012
2.939999999999981e+000	5.976153e-012
2.949999999999981e+000	5.996161e-012
2.959999999999981e+000	6.016169e-012
2.969999999999981e+000	6.036176e-012
2.979999999999980e+000	6.056184e-012
2.989999999999980e+000	6.076192e-012
2.999999999999980e+000	6.096200e-012
3.009999999999980e+000	6.116208e-012
3.019999999999980e+000	6.136216e-012
3.029999999999979e+000	6.156223e-012
3.039999999999979e+000	6.176231e-012
3.049999999999979e+000	6.196239e-012
3.059999999999979e+000	6.216247e-012
3.069999999999979e+000	6.236255e-012
3.079999999999978e+000	6.256262e-012
3.089999999999978e+000	6.276270e-012
3.099999999999978e+000	6.296278e-012
3.109999999999978e+000	6.316286e-012
3.119999999999978e+000	6.336293e-012
3.129999999999977e+000	6.356301e-012
3.139999999999977e+000	6.376309e-012
3.149999999999977e+000	6.396316e-012
3.159999999999977e+000	6.416324e-012
3.169999999999976e+000	6.436332e-012
3.179999999999976e+000	6.456339e-012
3.189999999999976e+000	6.476347e-012
3.199999999999976e+000	6.496355e-012
3.209999999999976e+000	6.516363e-012
3.219999999999975e+000	6.536370e-012
3.229999999999975e+000	6.556378e-012
3.239999999999975e+000	6.576386e-012
3.249999999999975e+000	6.596394e-012
3.259999999999975e+000	6.616401e-012
3.269999999999974e+000	6.636409e-012
3.279999999999974e+000	6.656417e-012
3.289999999999974e+000	6.676424e-012
3.299999999999974e+000	6.696432e-012
3.309999999999973e+000	6.716440e-012
3.319999999999973e+000	6.736447e-012
3.329999999999973e+000	6.756455e-012
3.339999999999973e+000	6.776463e-012
3.349999999999973e+000	6.796471e-012
3.359999999999972e+000	6.816478e-012
3.369999999999972e+000	6.836486e-012
3.379999999999972e+000	6.856493e-012
3.389999999999972e+000	6.876501e-012
3.399999999999972e+000	6.896509e-012
3.409999999999971e+000	6.916516e-012
3.419999999999971e+000	6.936524e-012
3.429999999999971e+000	6.956532e-012
3.439999999999971e+000	6.976539e-012
3.449999999999970e+000	6.996547e-012
3.459999999999970e+000	7.016554e-012
3.469999999999970e+000	7.036562e-012
3.479999999999970e+000	7.056570e-012
3.489999999999970e+000	7.076577e-012
3.499999999999969e+000	7.096585e-012
3.509999999999969e+000	7.116592e-012
3.519999999999969e+000	7.136600e-012
3.529999999999969e+000	7.156608e-012
3.539999999999969e+000	7.176615e-012
3.549999999999968e+000	7.196623e-012
3.559999999999968e+000	7.216631e-012
3.569999999999968e+000	7.236638e-012
3.579999999999968e+000	7.256646e-012
3.589999999999967e+000	7.276653e-012
3.599999999999967e+000	7.296661e-012
3.609999999999967e+000	7.316668e-012
3.619999999999967e+000	7.336676e-012
3.629999999999967e+000	7.356684e-012
3.639999999999966e+000	7.376691e-012
3.649999999999966e+000	7.396699e-012
3.659999999999966e+000	7.416706e-012
3.669999999999966e+000	7.436714e-012
3.679999999999966e+000	7.456722e-012
3.689999999999965e+000	7.476729e-012
3.699999999999965e+000	7.496737e-012
3.709999999999965e+000	7.516744e-012
3.719999999999965e+000	7.536752e-012
3.729999999999965e+000	7.556759e-012
3.739999999999964e+000	7.576766e-012
3.749999999999964e+000	7.596774e-012
3.759999999999964e+000	7.616782e-012
3.769999999999964e+000	7.636790e-012
3.779999999999963e+000	7.656797e-012
3.789999999999963e+000	7.676805e-012
3.799999999999963e+000	7.696812e-012
3.809999999999963e+000	7.716819e-012
3.819999999999963e+000	7.736827e-012
3.829999999999962e+000	7.756834e-012
3.839999999999962e+000	7.776842e-012
3.849999999999962e+000	7.796849e-012
3.859999999999962e+000	7.816857e-012
3.869999999999962e+000	7.836864e-012
3.879999999999961e+000	7.856872e-012
3.889999999999961e+000	7.876880e-012
3.899999999999961e+000	7.896887e-012
3.909999999999961e+000	7.916895e-012
3.919999999999960e+000	7.936902e-012
3.929999999999960e+000	7.956909e-012
3.939999999999960e+000	7.976917e-012
3.949999999999960e+000	7.996924e-012
3.959999999999960e+000	8.016932e-012
3.969999999999959e+000	8.036939e-012
3.979999999999959e+000	8.056947e-012
3.989999999999959e+000	8.076954e-012
3.999999999999959e+000	8.096961e-012
4.009999999999959e+000	8.116969e-012
4.019999999999959e+000	8.136976e-012
4.029999999999959e+000	8.156984e-012
4.039999999999958e+000	8.176991e-012
4.049999999999958e+000	8.196999e-012
4.059999999999958e+000	8.217006e-012
4.069999999999958e+000	8.237014e-012
4.079999999999957e+000	8.257021e-012
4.089999999999957e+000	8.277028e-012
4.099999999999957e+000	8.297036e-012
4.109999999999957e+000	8.317043e-012
4.119999999999957e+000	8.337051e-012
4.129999999999956e+000	8.357058e-012
4.139999999999956e+000	8.377066e-012
4.149999999999956e+000	8.397073e-012
4.159999999999956e+000	8.417080e-012
4.169999999999956e+000	8.437088e-012
4.179999999999955e+000	8.457095e-012
4.189999999999955e+000	8.477103e-012
4.199999999999955e+000	8.497110e-012
4.209999999999955e+000	8.517118e-012
4.219999999999955e+000	8.537125e-012
4.229999999999954e+000	8.557132e-012
4.239999999999954e+000	8.577139e-012
4.249999999999954e+000	8.597146e-012
4.259999999999954e+000	8.617154e-012
4.269999999999953e+000	8.637161e-012
4.279999999999953e+000	8.657169e-012
4.289999999999953e+000	8.677176e-012
4.299999999999953e+000	8.697184e-012
4.309999999999953e+000	8.717191e-012
4.319999999999952e+000	8.737198e-012
4.329999999999952e+000	8.757206e-012
4.339999999999952e+000	8.777213e-012
4.349999999999952e+000	8.797221e-012
4.359999999999952e+000	8.817227e-012
4.369999999999951e+000	8.837235e-012
4.379999999999951e+000	8.857242e-012
4.389999999999951e+000	8.877250e-012
4.399999999999951e+000	8.897257e-012
4.409999999999950e+000	8.917264e-012
4.419999999999950e+000	8.937272e-012
4.429999999999950e+000	8.957279e-012
4.439999999999950e+000	8.977286e-012
4.449999999999950e+000	8.997293e-012
4.459999999999949e+000	9.017301e-012
4.469999999999949e+000	9.037308e-012
4.479999999999949e+000	9.057316e-012
4.489999999999949e+000	9.077323e-012
4.499999999999949e+000	9.097331e-012
4.509999999999948e+000	9.117337e-012
4.519999999999948e+000	9.137345e-012
4.529999999999948e+000	9.157352e-012
4.539999999999948e+000	9.177359e-012
4.549999999999947e+000	9.197367e-012
4.559999999999947e+000	9.217374e-012
4.569999999999947e+000	9.237381e-012
4.579999999999947e+000	9.257388e-012
4.589999999999947e+000	9.277396e-012
4.599999999999946e+000	9.297403e-012
4.609999999999946e+000	9.317411e-012
4.619999999999946e+000	9.337418e-012
4.629999999999946e+000	9.357425e-012
4.639999999999946e+000	9.377432e-012
4.649999999999945e+000	9.397439e-012
4.659999999999945e+000	9.417447e-012
4.669999999999945e+000	9.437454e-012
4.679999999999945e+000	9.457461e-012
4.689999999999944e+000	9.477468e-012
4.699999999999944e+000	9.497476e-012
4.709999999999944e+000	9.517483e-012
4.719999999999944e+000	9.537490e-012
4.729999999999944e+000	9.557497e-012
4.739999999999943e+000	9.577505e-012
4.749999999999943e+000	9.597512e-012
4.759999999999943e+000	9.617519e-012
4.769999999999943e+000	9.637526e-012
4.779999999999943e+000	9.657533e-012
4.789999999999942e+000	9.677541e-012
4.799999999999942e+000	9.697548e-012
4.809999999999942e+000	9.717555e-012
4.819999999999942e+000	9.737562e-012
4.829999999999942e+000	9.757570e-012
4.839999999999941e+000	9.777577e-012
4.849999999999941e+000	9.797584e-012
4.859999999999941e+000	9.817591e-012
4.869999999999941e+000	9.837599e-012
4.879999999999940e+000	9.857605e-012
4.889999999999940e+000	9.877613e-012
4.899999999999940e+000	9.897620e-012
4.909999999999940e+000	9.917627e-012
4.919999999999940e+000	9.937634e-012
4.929999999999939e+000	9.957641e-012
4.939999999999939e+000	9.977649e-012
4.949999999999939e+000	9.997655e-012
4.959999999999939e+000	1.001766e-011
4.969999999999939e+000	1.003767e-011
4.979999999999938e+000	1.005768e-011
4.989999999999938e+000	1.007768e-011
5.000000000000000e+000	1.009769e-011
Step Information: Vgs=500m  (Run: 2/11)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-002	1.739177e-010
2.000000000000000e-002	3.051646e-010
3.000000000000000e-002	3.943679e-010
4.000000000000000e-002	4.421427e-010
5.000000000000000e-002	4.512990e-010
6.000000000000001e-002	4.513703e-010
7.000000000000001e-002	4.514415e-010
8.000000000000000e-002	4.515125e-010
9.000000000000000e-002	4.515834e-010
9.999999999999999e-002	4.516542e-010
1.100000000000000e-001	4.517250e-010
1.200000000000000e-001	4.517956e-010
1.300000000000000e-001	4.518662e-010
1.400000000000000e-001	4.519368e-010
1.500000000000000e-001	4.520073e-010
1.600000000000000e-001	4.520778e-010
1.700000000000000e-001	4.521482e-010
1.800000000000000e-001	4.522185e-010
1.900000000000000e-001	4.522889e-010
2.000000000000000e-001	4.523592e-010
2.100000000000001e-001	4.524294e-010
2.200000000000001e-001	4.524996e-010
2.300000000000001e-001	4.525697e-010
2.400000000000001e-001	4.526398e-010
2.500000000000001e-001	4.527099e-010
2.600000000000001e-001	4.527799e-010
2.700000000000001e-001	4.528499e-010
2.800000000000001e-001	4.529199e-010
2.900000000000001e-001	4.529898e-010
3.000000000000001e-001	4.530596e-010
3.100000000000001e-001	4.531295e-010
3.200000000000001e-001	4.531992e-010
3.300000000000001e-001	4.532690e-010
3.400000000000001e-001	4.533386e-010
3.500000000000001e-001	4.534083e-010
3.600000000000002e-001	4.534779e-010
3.700000000000002e-001	4.535475e-010
3.800000000000002e-001	4.536170e-010
3.900000000000002e-001	4.536865e-010
4.000000000000002e-001	4.537559e-010
4.100000000000002e-001	4.538254e-010
4.200000000000002e-001	4.538948e-010
4.300000000000002e-001	4.539641e-010
4.400000000000002e-001	4.540334e-010
4.500000000000002e-001	4.541026e-010
4.600000000000002e-001	4.541718e-010
4.700000000000003e-001	4.542410e-010
4.800000000000003e-001	4.543101e-010
4.900000000000003e-001	4.543793e-010
5.000000000000002e-001	4.544483e-010
5.100000000000002e-001	4.545173e-010
5.200000000000002e-001	4.545863e-010
5.300000000000003e-001	4.546553e-010
5.400000000000003e-001	4.547241e-010
5.500000000000003e-001	4.547930e-010
5.600000000000003e-001	4.548618e-010
5.700000000000003e-001	4.549306e-010
5.800000000000003e-001	4.549994e-010
5.900000000000003e-001	4.550681e-010
6.000000000000003e-001	4.551368e-010
6.100000000000003e-001	4.552054e-010
6.200000000000003e-001	4.552740e-010
6.300000000000003e-001	4.553426e-010
6.400000000000004e-001	4.554111e-010
6.500000000000004e-001	4.554796e-010
6.600000000000004e-001	4.555480e-010
6.700000000000004e-001	4.556165e-010
6.800000000000004e-001	4.556849e-010
6.900000000000004e-001	4.557532e-010
7.000000000000004e-001	4.558215e-010
7.100000000000004e-001	4.558898e-010
7.200000000000004e-001	4.559580e-010
7.300000000000004e-001	4.560262e-010
7.400000000000004e-001	4.560944e-010
7.500000000000004e-001	4.561625e-010
7.600000000000005e-001	4.562306e-010
7.700000000000005e-001	4.562986e-010
7.800000000000005e-001	4.563666e-010
7.900000000000005e-001	4.564346e-010
8.000000000000005e-001	4.565026e-010
8.100000000000005e-001	4.565705e-010
8.200000000000005e-001	4.566383e-010
8.300000000000005e-001	4.567062e-010
8.400000000000005e-001	4.567740e-010
8.500000000000005e-001	4.568418e-010
8.600000000000005e-001	4.569095e-010
8.700000000000006e-001	4.569772e-010
8.800000000000006e-001	4.570449e-010
8.900000000000006e-001	4.571125e-010
9.000000000000006e-001	4.571801e-010
9.100000000000006e-001	4.572477e-010
9.200000000000006e-001	4.573152e-010
9.300000000000006e-001	4.573827e-010
9.400000000000006e-001	4.574501e-010
9.500000000000006e-001	4.575176e-010
9.600000000000006e-001	4.575850e-010
9.700000000000006e-001	4.576523e-010
9.800000000000007e-001	4.577196e-010
9.900000000000007e-001	4.577869e-010
1.000000000000001e+000	4.578542e-010
1.010000000000001e+000	4.579214e-010
1.020000000000001e+000	4.579886e-010
1.030000000000001e+000	4.580558e-010
1.040000000000001e+000	4.581229e-010
1.050000000000001e+000	4.581900e-010
1.060000000000001e+000	4.582570e-010
1.070000000000001e+000	4.583241e-010
1.080000000000001e+000	4.583910e-010
1.090000000000001e+000	4.584580e-010
1.100000000000001e+000	4.585249e-010
1.110000000000001e+000	4.585918e-010
1.120000000000001e+000	4.586587e-010
1.130000000000001e+000	4.587255e-010
1.140000000000001e+000	4.587923e-010
1.150000000000001e+000	4.588591e-010
1.160000000000001e+000	4.589258e-010
1.170000000000001e+000	4.589925e-010
1.180000000000001e+000	4.590592e-010
1.190000000000001e+000	4.591258e-010
1.200000000000001e+000	4.591925e-010
1.210000000000001e+000	4.592590e-010
1.220000000000001e+000	4.593256e-010
1.230000000000001e+000	4.593921e-010
1.240000000000001e+000	4.594586e-010
1.250000000000001e+000	4.595250e-010
1.260000000000001e+000	4.595914e-010
1.270000000000001e+000	4.596578e-010
1.280000000000001e+000	4.597242e-010
1.290000000000001e+000	4.597905e-010
1.300000000000001e+000	4.598568e-010
1.310000000000001e+000	4.599231e-010
1.320000000000001e+000	4.599893e-010
1.330000000000001e+000	4.600555e-010
1.340000000000001e+000	4.601217e-010
1.350000000000001e+000	4.601878e-010
1.360000000000001e+000	4.602539e-010
1.370000000000001e+000	4.603200e-010
1.380000000000001e+000	4.603861e-010
1.390000000000001e+000	4.604521e-010
1.400000000000001e+000	4.605181e-010
1.410000000000001e+000	4.605841e-010
1.420000000000001e+000	4.606500e-010
1.430000000000001e+000	4.607159e-010
1.440000000000001e+000	4.607818e-010
1.450000000000001e+000	4.608476e-010
1.460000000000001e+000	4.609134e-010
1.470000000000001e+000	4.609792e-010
1.480000000000001e+000	4.610450e-010
1.490000000000001e+000	4.611107e-010
1.500000000000001e+000	4.611764e-010
1.510000000000001e+000	4.612420e-010
1.520000000000001e+000	4.613077e-010
1.530000000000001e+000	4.613733e-010
1.540000000000001e+000	4.614389e-010
1.550000000000001e+000	4.615044e-010
1.560000000000001e+000	4.615699e-010
1.570000000000001e+000	4.616355e-010
1.580000000000001e+000	4.617009e-010
1.590000000000001e+000	4.617663e-010
1.600000000000001e+000	4.618318e-010
1.610000000000001e+000	4.618971e-010
1.620000000000001e+000	4.619625e-010
1.630000000000001e+000	4.620278e-010
1.640000000000001e+000	4.620931e-010
1.650000000000001e+000	4.621584e-010
1.660000000000001e+000	4.622236e-010
1.670000000000001e+000	4.622888e-010
1.680000000000001e+000	4.623540e-010
1.690000000000001e+000	4.624192e-010
1.700000000000001e+000	4.624843e-010
1.710000000000001e+000	4.625494e-010
1.720000000000001e+000	4.626145e-010
1.730000000000001e+000	4.626795e-010
1.740000000000001e+000	4.627445e-010
1.750000000000001e+000	4.628095e-010
1.760000000000001e+000	4.628745e-010
1.770000000000001e+000	4.629394e-010
1.780000000000001e+000	4.630043e-010
1.790000000000001e+000	4.630692e-010
1.800000000000001e+000	4.631341e-010
1.810000000000001e+000	4.631989e-010
1.820000000000001e+000	4.632637e-010
1.830000000000001e+000	4.633285e-010
1.840000000000001e+000	4.633932e-010
1.850000000000001e+000	4.634579e-010
1.860000000000001e+000	4.635226e-010
1.870000000000001e+000	4.635873e-010
1.880000000000001e+000	4.636519e-010
1.890000000000002e+000	4.637165e-010
1.900000000000002e+000	4.637811e-010
1.910000000000002e+000	4.638457e-010
1.920000000000002e+000	4.639102e-010
1.930000000000002e+000	4.639747e-010
1.940000000000002e+000	4.640392e-010
1.950000000000002e+000	4.641037e-010
1.960000000000002e+000	4.641681e-010
1.970000000000002e+000	4.642325e-010
1.980000000000002e+000	4.642969e-010
1.990000000000002e+000	4.643612e-010
2.000000000000001e+000	4.644256e-010
2.010000000000001e+000	4.644899e-010
2.020000000000001e+000	4.645541e-010
2.030000000000001e+000	4.646184e-010
2.040000000000001e+000	4.646826e-010
2.050000000000000e+000	4.647468e-010
2.060000000000000e+000	4.648110e-010
2.070000000000000e+000	4.648751e-010
2.080000000000000e+000	4.649393e-010
2.089999999999999e+000	4.650033e-010
2.099999999999999e+000	4.650674e-010
2.109999999999999e+000	4.651315e-010
2.119999999999999e+000	4.651955e-010
2.129999999999999e+000	4.652595e-010
2.139999999999998e+000	4.653234e-010
2.149999999999998e+000	4.653874e-010
2.159999999999998e+000	4.654513e-010
2.169999999999998e+000	4.655152e-010
2.179999999999998e+000	4.655791e-010
2.189999999999997e+000	4.656429e-010
2.199999999999997e+000	4.657068e-010
2.209999999999997e+000	4.657706e-010
2.219999999999997e+000	4.658344e-010
2.229999999999996e+000	4.658981e-010
2.239999999999996e+000	4.659618e-010
2.249999999999996e+000	4.660256e-010
2.259999999999996e+000	4.660892e-010
2.269999999999996e+000	4.661528e-010
2.279999999999995e+000	4.662165e-010
